,cU,eU
0,100,0.10181716971734497
1,200,0.06068257523772451
2,300,0.050534259598618236
3,400,0.04548862274991297
4,500,0.027595229894817108
5,600,0.03861538900343665
6,700,0.02756264639364244
7,800,0.027879475480324774
8,900,0.031434987930199415
9,1000,0.025695183943157413
10,1100,0.02226995133423038
11,1200,0.027387371163270287
12,1300,0.022464712475076698
13,1400,0.02272241424541694
14,1500,0.01942139532280483
15,1600,0.023984812927642297
16,1700,0.022553576798550433
17,1800,0.020256429313169573
18,1900,0.02023820447584474
19,2000,0.024612808692345563
20,2100,0.02066426948881596
21,2200,0.01870086572296556
22,2300,0.013941670106027685
23,2400,0.014165301971603438
24,2500,0.01579119657196485
25,2600,0.016225593363819145
26,2700,0.013497178815877092
27,2800,0.018239144575402294
28,2900,0.019612125057318366
29,3000,0.01848635479785733
30,3100,0.01497485249827126
31,3200,0.01548883653428089
32,3300,0.012754284212769149
33,3400,0.01279138200030118
34,3500,0.017550856375447572
35,3600,0.019600924202464762
36,3700,0.011237592280258243
37,3800,0.015265519662795346
38,3900,0.012584235877797681
39,4000,0.014693209198984133
40,4100,0.013326156457843899
41,4200,0.012385474558255862
42,4300,0.010480738624444031
43,4400,0.011050545094715269
44,4500,0.012372965636914554
45,4600,0.01244651310961369
46,4700,0.010982162303777777
47,4800,0.01487521179801341
48,4900,0.012916474699058577
49,5000,0.010030151494081988
50,5100,0.017960237964555696
51,5200,0.010026768723871739
52,5300,0.010107692150825225
53,5400,0.011923524011688082
54,5500,0.010761104248065895
55,5600,0.010125512375280412
56,5700,0.011984001634756514
57,5800,0.010329891775541687
58,5900,0.01250874269109092
59,6000,0.010992806059887823
60,6100,0.009838964878614043
61,6200,0.009332580404450213
62,6300,0.013185518496266008
63,6400,0.01060768029227758
64,6500,0.010593187153380156
65,6600,0.011370818533742263
66,6700,0.010141606915439905
67,6800,0.008949321841882641
68,6900,0.0094422641435534
69,7000,0.01149855034565818
70,7100,0.01183651979176829
71,7200,0.009681922490858282
72,7300,0.012096969000880076
73,7400,0.010264437299119352
74,7500,0.011979971541579312
75,7600,0.010753007134591621
76,7700,0.011980033867083786
77,7800,0.008714478202132236
78,7900,0.010034915161852976
79,8000,0.012460097811234885
80,8100,0.00942027218391439
81,8200,0.0104350166632288
82,8300,0.010114497198983937
83,8400,0.00926015245198801
84,8500,0.009684647360363539
85,8600,0.010450264501188859
86,8700,0.010768491788208434
87,8800,0.00910677097904498
88,8900,0.011566021669147913
89,9000,0.009006515165077417
90,9100,0.010176771961685318
91,9200,0.008923506037516677
92,9300,0.008131700028283449
93,9400,0.010843608344389138
94,9500,0.008700581258075704
95,9600,0.007974732748376106
96,9700,0.008881171051395938
97,9800,0.008315307284995601
98,9900,0.006921576817686406
99,10000,0.00841111844805786
100,10100,0.009088019380004211
101,10200,0.009188810659075824
102,10300,0.010009794231806642
103,10400,0.008228757352453361
104,10500,0.009690685194510098
105,10600,0.009398426298540062
106,10700,0.008321902517051867
107,10800,0.008049442927298967
108,10900,0.009369823792807451
109,11000,0.009095055734859274
110,11100,0.008249218767918617
111,11200,0.007284825953835496
112,11300,0.007223456125729298
113,11400,0.007121574480559219
114,11500,0.007516964781674543
115,11600,0.007522595203309383
116,11700,0.006962655159466475
117,11800,0.008690936806764518
118,11900,0.008798081236882293
119,12000,0.008257355855873555
120,12100,0.008475670475681867
121,12200,0.009184604852465398
122,12300,0.00870537330576446
123,12400,0.008087824111709824
124,12500,0.006979773862483043
125,12600,0.0073999640185442635
126,12700,0.0070927605252111255
127,12800,0.008181690010963718
128,12900,0.008088505037916954
129,13000,0.007587605492436453
130,13100,0.005894486790811959
131,13200,0.008423485495532625
132,13300,0.00780233092538563
133,13400,0.006890499519198494
134,13500,0.007691591165055957
135,13600,0.0070022574812981155
136,13700,0.008305092323175774
137,13800,0.010054381935837218
138,13900,0.007678777517921785
139,14000,0.006133642555159976
140,14100,0.006995753876210207
141,14200,0.008019515823877037
142,14300,0.008592099826835928
143,14400,0.006336035477767936
144,14500,0.008533300480836541
145,14600,0.00789315269398881
146,14700,0.0073439596335679895
147,14800,0.006533462553777352
148,14900,0.006594558257021513
149,15000,0.006597618460010696
150,15100,0.007483530288187666
151,15200,0.005724176219903008
152,15300,0.007126330080743511
153,15400,0.00768759510746556
154,15500,0.0070027660132726145
155,15600,0.006506608481067547
156,15700,0.007279738919126591
157,15800,0.007591548057702674
158,15900,0.007173032217433047
159,16000,0.006609014721662272
160,16100,0.008211479313805616
161,16200,0.006607122855917022
162,16300,0.007250548991324367
163,16400,0.0071726288023848134
164,16500,0.006615949633729382
165,16600,0.00872322469991599
166,16700,0.006924066242497658
167,16800,0.006711758110075007
168,16900,0.006622761037708244
169,17000,0.006235271606121958
170,17100,0.006626791104513014
171,17200,0.005983710762217076
172,17300,0.0079414228508322
173,17400,0.006189838567826845
174,17500,0.0073835278426071255
175,17600,0.008476177312417706
176,17700,0.007623661177253621
177,17800,0.006567263817189607
178,17900,0.007673456111220746
179,18000,0.009064363294033642
180,18100,0.008028736021309145
181,18200,0.00707811873348912
182,18300,0.007165304519745688
183,18400,0.005400795093327131
184,18500,0.0070707967344250874
185,18600,0.004669453483714685
186,18700,0.006569732643217111
187,18800,0.0082568229531397
188,18900,0.006732349237310899
189,19000,0.006272587003398333
190,19100,0.007542985966351551
191,19200,0.005789828876264181
192,19300,0.006435053341122383
193,19400,0.008368110589937666
194,19500,0.006284202662650539
195,19600,0.007451093758250151
196,19700,0.005142145325390876
197,19800,0.005854301963646261
198,19900,0.006414198283845625
